Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
Rovereto,Ozono,2019-05-04,6,38,µg/mc
Rovereto,Ozono,2019-05-04,7,33,µg/mc
Rovereto,Ozono,2019-05-04,8,34,µg/mc
Rovereto,Ozono,2019-05-04,9,42,µg/mc
Rovereto,Ozono,2019-05-04,10,53,µg/mc
Rovereto,Ozono,2019-05-04,11,59,µg/mc
Rovereto,Ozono,2019-05-04,12,76,µg/mc
Rovereto,Ozono,2019-05-04,13,77,µg/mc
Rovereto,Ozono,2019-05-04,14,90,µg/mc
Rovereto,Ozono,2019-05-04,15,97,µg/mc
Rovereto,Ozono,2019-05-04,16,97,µg/mc
Rovereto,Ozono,2019-05-04,17,93,µg/mc
Rovereto,Ozono,2019-05-04,18,86,µg/mc
Rovereto,Ozono,2019-05-04,19,75,µg/mc
Rovereto,Ozono,2019-05-04,20,62,µg/mc
Rovereto,Ozono,2019-05-04,21,60,µg/mc
Rovereto,Ozono,2019-05-04,22,89,µg/mc
Rovereto,Ozono,2019-05-04,23,78,µg/mc
Rovereto,Ozono,2019-05-04,24,88,µg/mc
Rovereto,Ozono,2019-05-05,1,86,µg/mc
Rovereto,Ozono,2019-05-05,2,82,µg/mc
Rovereto,Ozono,2019-05-05,3,75,µg/mc
Rovereto,Ozono,2019-05-05,4,72,µg/mc
Rovereto,Ozono,2019-05-05,5,80,µg/mc
Rovereto,Ozono,2019-05-05,6,84,µg/mc
Rovereto,Ozono,2019-05-05,7,89,µg/mc
Rovereto,Ozono,2019-05-05,8,87,µg/mc
Rovereto,Ozono,2019-05-05,9,83,µg/mc
Rovereto,Ozono,2019-05-05,10,81,µg/mc
Rovereto,Ozono,2019-05-05,11,81,µg/mc
Rovereto,Ozono,2019-05-05,12,81,µg/mc
Rovereto,Ozono,2019-05-05,13,83,µg/mc
Rovereto,Ozono,2019-05-05,14,84,µg/mc
Rovereto,Ozono,2019-05-05,15,86,µg/mc
Rovereto,Ozono,2019-05-05,16,85,µg/mc
Rovereto,Ozono,2019-05-05,17,87,µg/mc
Rovereto,Ozono,2019-05-05,18,89,µg/mc
Rovereto,Ozono,2019-05-05,19,90,µg/mc
Rovereto,Ozono,2019-05-05,20,88,µg/mc
Rovereto,Ozono,2019-05-05,21,88,µg/mc
Rovereto,Ozono,2019-05-05,22,89,µg/mc
Rovereto,Ozono,2019-05-05,23,88,µg/mc
Rovereto,Ozono,2019-05-05,24,89,µg/mc
Rovereto,Ozono,2019-05-06,1,88,µg/mc
Rovereto,Ozono,2019-05-06,2,87,µg/mc
Rovereto,Ozono,2019-05-06,3,86,µg/mc
Rovereto,Ozono,2019-05-06,4,89,µg/mc
Rovereto,Ozono,2019-05-06,5,90,µg/mc
Rovereto,Ozono,2019-05-06,6,87,µg/mc
Rovereto,Ozono,2019-05-06,7,75,µg/mc
Rovereto,Ozono,2019-05-06,8,66,µg/mc
Rovereto,Ozono,2019-05-06,9,76,µg/mc
Rovereto,Ozono,2019-05-06,10,88,µg/mc
Rovereto,Ozono,2019-05-06,11,88,µg/mc
Rovereto,Ozono,2019-05-06,12,91,µg/mc
Rovereto,Ozono,2019-05-06,13,93,µg/mc
Rovereto,Ozono,2019-05-06,14,98,µg/mc
Rovereto,Ozono,2019-05-06,15,99,µg/mc
Rovereto,Ozono,2019-05-06,16,104,µg/mc
Rovereto,Ozono,2019-05-06,17,104,µg/mc
Rovereto,Ozono,2019-05-06,18,105,µg/mc
Rovereto,Ozono,2019-05-06,19,100,µg/mc
Rovereto,Ozono,2019-05-06,20,88,µg/mc
Rovereto,Ozono,2019-05-06,21,94,µg/mc
Rovereto,Ozono,2019-05-06,22,99,µg/mc
Rovereto,Ozono,2019-05-06,23,99,µg/mc
Rovereto,Ozono,2019-05-06,24,98,µg/mc
Rovereto,Ozono,2019-05-07,1,94,µg/mc
Rovereto,Ozono,2019-05-07,2,83,µg/mc
Rovereto,Ozono,2019-05-07,3,81,µg/mc
Rovereto,Ozono,2019-05-07,4,82,µg/mc
Rovereto,Ozono,2019-05-07,5,73,µg/mc
Rovereto,Ozono,2019-05-07,6,57,µg/mc
Rovereto,Ozono,2019-05-07,7,42,µg/mc
Rovereto,Ozono,2019-05-07,8,53,µg/mc
Rovereto,Ozono,2019-05-07,9,65,µg/mc
Rovereto,Ozono,2019-05-07,10,78,µg/mc
Rovereto,Ozono,2019-05-07,12,94,µg/mc
Rovereto,Ozono,2019-05-07,13,93,µg/mc
Rovereto,Ozono,2019-05-07,14,96,µg/mc
Rovereto,Ozono,2019-05-07,15,98,µg/mc
Rovereto,Ozono,2019-05-07,16,100,µg/mc
Rovereto,Ozono,2019-05-07,17,101,µg/mc
Rovereto,Ozono,2019-05-07,18,103,µg/mc
Rovereto,Ozono,2019-05-07,19,109,µg/mc
Rovereto,Ozono,2019-05-07,20,100,µg/mc
Rovereto,Ozono,2019-05-07,21,90,µg/mc
Rovereto,Ozono,2019-05-07,22,83,µg/mc
Rovereto,Ozono,2019-05-07,23,82,µg/mc
Rovereto,Ozono,2019-05-07,24,80,µg/mc
Rovereto,Ozono,2019-05-08,1,79,µg/mc
Rovereto,Ozono,2019-05-08,2,76,µg/mc
Rovereto,Ozono,2019-05-08,3,73,µg/mc
Rovereto,Ozono,2019-05-08,4,70,µg/mc
Rovereto,Ozono,2019-05-08,5,64,µg/mc
Rovereto,Ozono,2019-05-08,6,50,µg/mc
Rovereto,Ozono,2019-05-08,7,35,µg/mc
Rovereto,Ozono,2019-05-08,8,21,µg/mc
Rovereto,Ozono,2019-05-08,9,22,µg/mc
Rovereto,Ozono,2019-05-08,10,38,µg/mc
Rovereto,Ozono,2019-05-08,11,59,µg/mc
Rovereto,Ozono,2019-05-08,12,56,µg/mc
Rovereto,Ozono,2019-05-08,13,66,µg/mc
Rovereto,Ozono,2019-05-08,14,73,µg/mc
Rovereto,Ozono,2019-05-08,15,70,µg/mc
Rovereto,Ozono,2019-05-08,16,48,µg/mc
Rovereto,Ozono,2019-05-08,17,51,µg/mc
Rovereto,Ozono,2019-05-08,18,67,µg/mc
Rovereto,Ozono,2019-05-08,19,57,µg/mc
Rovereto,Ozono,2019-05-08,20,47,µg/mc
Rovereto,Ozono,2019-05-08,21,43,µg/mc
Rovereto,Ozono,2019-05-08,22,40,µg/mc
Rovereto,Ozono,2019-05-08,23,45,µg/mc
Rovereto,Ozono,2019-05-08,24,42,µg/mc
Rovereto,Ozono,2019-05-09,1,47,µg/mc
Rovereto,Ozono,2019-05-09,2,30,µg/mc
Rovereto,Ozono,2019-05-09,3,47,µg/mc
Rovereto,Ozono,2019-05-09,4,40,µg/mc
Rovereto,Ozono,2019-05-09,5,42,µg/mc
Rovereto,Ozono,2019-05-09,6,41,µg/mc
Rovereto,Ozono,2019-05-09,7,21,µg/mc
Rovereto,Ozono,2019-05-09,8,32,µg/mc
Rovereto,Ozono,2019-05-09,9,36,µg/mc
Rovereto,Ozono,2019-05-09,10,37,µg/mc
Rovereto,Ozono,2019-05-09,11,56,µg/mc
Rovereto,Ozono,2019-05-09,12,76,µg/mc
Rovereto,Ozono,2019-05-09,13,76,µg/mc
Rovereto,Ozono,2019-05-09,14,90,µg/mc
Rovereto,Ozono,2019-05-09,15,97,µg/mc
Rovereto,Ozono,2019-05-09,16,99,µg/mc
Rovereto,Ozono,2019-05-09,17,91,µg/mc
Rovereto,Ozono,2019-05-09,18,96,µg/mc
Rovereto,Ozono,2019-05-09,19,83,µg/mc
Rovereto,Ozono,2019-05-09,20,59,µg/mc
Rovereto,Ozono,2019-05-09,21,53,µg/mc
Rovereto,Ozono,2019-05-09,22,49,µg/mc
Rovereto,Ozono,2019-05-09,23,51,µg/mc
Rovereto,Ozono,2019-05-09,24,54,µg/mc
Rovereto,Ozono,2019-05-10,1,54,µg/mc
Rovereto,Ozono,2019-05-10,2,49,µg/mc
Rovereto,Ozono,2019-05-10,3,43,µg/mc
Rovereto,Ozono,2019-05-10,4,39,µg/mc
Rovereto,Ozono,2019-05-10,5,24,µg/mc
Rovereto,Ozono,2019-05-10,6,8,µg/mc
Rovereto,Ozono,2019-05-10,7,5,µg/mc
Rovereto,Ozono,2019-05-10,8,10,µg/mc
Rovereto,Ozono,2019-05-10,9,14,µg/mc
Rovereto,Ozono,2019-05-10,10,32,µg/mc
Rovereto,Ozono,2019-05-10,11,53,µg/mc
Rovereto,Ozono,2019-05-10,12,89,µg/mc
Rovereto,Ozono,2019-05-10,13,100,µg/mc
Rovereto,Ozono,2019-05-10,14,105,µg/mc
Rovereto,Ozono,2019-05-10,15,109,µg/mc
Rovereto,Ozono,2019-05-10,16,114,µg/mc
Rovereto,Ozono,2019-05-10,17,112,µg/mc
Rovereto,Ozono,2019-05-10,18,117,µg/mc
Rovereto,Ozono,2019-05-10,19,122,µg/mc
Rovereto,Ozono,2019-05-10,20,117,µg/mc
Rovereto,Ozono,2019-05-10,21,90,µg/mc
Rovereto,Ozono,2019-05-10,22,78,µg/mc
Rovereto,Ozono,2019-05-10,23,80,µg/mc
Rovereto,Ozono,2019-05-10,24,79,µg/mc
Rovereto,Ozono,2019-05-11,1,79,µg/mc
Rovereto,Ozono,2019-05-11,2,76,µg/mc
Rovereto,Ozono,2019-05-11,3,72,µg/mc
Rovereto,Ozono,2019-05-11,4,65,µg/mc
Rovereto,Ozono,2019-05-11,5,67,µg/mc
Rovereto,Ozono,2019-05-11,6,57,µg/mc
Rovereto,Ozono,2019-05-11,7,39,µg/mc
Rovereto,Ozono,2019-05-11,8,41,µg/mc
Rovereto,Ozono,2019-05-11,9,33,µg/mc
Rovereto,Ozono,2019-05-11,10,24,µg/mc
Rovereto,Ozono,2019-05-11,11,18,µg/mc
Rovereto,Ozono,2019-05-11,12,26,µg/mc
Rovereto,Ozono,2019-05-11,13,47,µg/mc
Rovereto,Ozono,2019-05-11,14,39,µg/mc
Rovereto,Ozono,2019-05-11,15,41,µg/mc
Rovereto,Ozono,2019-05-11,16,47,µg/mc
Rovereto,Ozono,2019-05-11,17,45,µg/mc
Rovereto,Ozono,2019-05-11,18,30,µg/mc
Rovereto,Ozono,2019-05-11,19,31,µg/mc
Rovereto,Ozono,2019-05-11,20,85,µg/mc
Rovereto,Ozono,2019-05-11,21,100,µg/mc
Rovereto,Ozono,2019-05-11,22,94,µg/mc
Rovereto,Ozono,2019-05-11,23,89,µg/mc
Rovereto,Ozono,2019-05-11,24,92,µg/mc
Rovereto,Ozono,2019-05-12,1,93,µg/mc
Rovereto,Ozono,2019-05-12,2,92,µg/mc
Rovereto,Ozono,2019-05-12,3,89,µg/mc
Rovereto,Ozono,2019-05-12,4,86,µg/mc
Rovereto,Ozono,2019-05-12,5,80,µg/mc
Rovereto,Ozono,2019-05-12,6,74,µg/mc
Rovereto,Ozono,2019-05-12,7,70,µg/mc
Rovereto,Ozono,2019-05-12,8,69,µg/mc
Rovereto,Ozono,2019-05-12,9,70,µg/mc
Rovereto,Ozono,2019-05-12,10,72,µg/mc
Rovereto,Ozono,2019-05-12,11,81,µg/mc
Rovereto,Ozono,2019-05-12,12,85,µg/mc
Rovereto,Ozono,2019-05-12,13,87,µg/mc
Rovereto,Ozono,2019-05-12,14,87,µg/mc
Rovereto,Ozono,2019-05-12,15,92,µg/mc
Rovereto,Ozono,2019-05-12,16,95,µg/mc
Rovereto,Ozono,2019-05-12,17,96,µg/mc
Rovereto,Ozono,2019-05-12,18,94,µg/mc
Rovereto,Ozono,2019-05-12,19,97,µg/mc
Rovereto,Ozono,2019-05-12,20,97,µg/mc
Rovereto,Ozono,2019-05-12,21,95,µg/mc
Rovereto,Ozono,2019-05-12,22,91,µg/mc
Rovereto,Ozono,2019-05-12,23,91,µg/mc
Rovereto,Ozono,2019-05-12,24,89,µg/mc
Rovereto,Ozono,2019-05-13,1,89,µg/mc
Rovereto,Ozono,2019-05-13,2,88,µg/mc
Rovereto,Ozono,2019-05-13,3,87,µg/mc
Rovereto,Ozono,2019-05-13,4,86,µg/mc
Rovereto,Ozono,2019-05-13,5,86,µg/mc
Rovereto,Ozono,2019-05-13,6,85,µg/mc
Rovereto,Ozono,2019-05-13,7,77,µg/mc
Rovereto,Ozono,2019-05-13,8,78,µg/mc
Rovereto,Ozono,2019-05-13,9,76,µg/mc
Rovereto,Ozono,2019-05-13,10,72,µg/mc
Rovereto,Ozono,2019-05-13,11,74,µg/mc
Rovereto,Ozono,2019-05-13,12,72,µg/mc
Rovereto,Ozono,2019-05-13,13,91,µg/mc
Rovereto,Ozono,2019-05-13,14,92,µg/mc
Rovereto,Ozono,2019-05-13,15,96,µg/mc
Rovereto,Ozono,2019-05-13,16,92,µg/mc
Rovereto,Ozono,2019-05-13,17,90,µg/mc
Rovereto,Ozono,2019-05-13,18,93,µg/mc
Rovereto,Ozono,2019-05-13,19,97,µg/mc
Rovereto,Ozono,2019-05-13,20,100,µg/mc
Rovereto,Ozono,2019-05-13,21,98,µg/mc
Rovereto,Ozono,2019-05-13,22,97,µg/mc
Rovereto,Ozono,2019-05-13,23,92,µg/mc
Rovereto,Ozono,2019-05-13,24,93,µg/mc
Rovereto,Ozono,2019-05-14,1,96,µg/mc
Rovereto,Ozono,2019-05-14,2,98,µg/mc
Rovereto,Ozono,2019-05-14,3,98,µg/mc
Rovereto,Ozono,2019-05-14,4,97,µg/mc
Rovereto,Ozono,2019-05-14,5,96,µg/mc
Rovereto,Ozono,2019-05-14,6,92,µg/mc
Rovereto,Ozono,2019-05-14,7,82,µg/mc
Rovereto,Ozono,2019-05-14,8,88,µg/mc
Rovereto,Ozono,2019-05-14,9,97,µg/mc
Rovereto,Ozono,2019-05-14,10,106,µg/mc
Rovereto,Ozono,2019-05-14,11,109,µg/mc
Rovereto,Ozono,2019-05-14,12,112,µg/mc
Rovereto,Ozono,2019-05-14,13,118,µg/mc
Rovereto,Ozono,2019-05-14,14,118,µg/mc
Rovereto,Ozono,2019-05-14,15,119,µg/mc
Rovereto,Ozono,2019-05-14,16,118,µg/mc
Rovereto,Ozono,2019-05-14,17,115,µg/mc
Rovereto,Ozono,2019-05-14,18,113,µg/mc
Rovereto,Ozono,2019-05-14,19,110,µg/mc
Rovereto,Ozono,2019-05-14,20,108,µg/mc
Rovereto,Ozono,2019-05-14,21,104,µg/mc
Rovereto,Ozono,2019-05-14,22,99,µg/mc
Rovereto,Ozono,2019-05-14,23,101,µg/mc
Rovereto,Ozono,2019-05-14,24,99,µg/mc
Rovereto,Ozono,2019-05-15,1,98,µg/mc
Rovereto,Ozono,2019-05-15,2,97,µg/mc
Rovereto,Ozono,2019-05-15,3,98,µg/mc
Rovereto,Ozono,2019-05-15,4,97,µg/mc
Rovereto,Ozono,2019-05-15,5,95,µg/mc
Rovereto,Ozono,2019-05-15,6,86,µg/mc
Rovereto,Ozono,2019-05-15,7,65,µg/mc
Rovereto,Ozono,2019-05-15,8,71,µg/mc
Rovereto,Ozono,2019-05-15,9,60,µg/mc
Rovereto,Ozono,2019-05-15,10,58,µg/mc
Rovereto,Ozono,2019-05-15,11,55,µg/mc
Rovereto,Ozono,2019-05-15,12,61,µg/mc
Rovereto,Ozono,2019-05-15,13,64,µg/mc
Rovereto,Ozono,2019-05-15,14,63,µg/mc
Rovereto,Ozono,2019-05-15,15,67,µg/mc
Rovereto,Ozono,2019-05-15,16,66,µg/mc
Rovereto,Ozono,2019-05-15,17,64,µg/mc
Rovereto,Ozono,2019-05-15,18,64,µg/mc
Rovereto,Ozono,2019-05-15,19,61,µg/mc
Rovereto,Ozono,2019-05-15,20,69,µg/mc
Rovereto,Ozono,2019-05-15,21,71,µg/mc
Rovereto,Ozono,2019-05-15,22,62,µg/mc
Rovereto,Ozono,2019-05-15,23,51,µg/mc
Rovereto,Ozono,2019-05-15,24,46,µg/mc
Rovereto,Ozono,2019-05-16,1,39,µg/mc
Rovereto,Ozono,2019-05-16,2,35,µg/mc
Rovereto,Ozono,2019-05-16,3,34,µg/mc
Rovereto,Ozono,2019-05-16,4,35,µg/mc
Rovereto,Ozono,2019-05-16,5,18,µg/mc
Rovereto,Ozono,2019-05-16,6,14,µg/mc
Rovereto,Ozono,2019-05-16,7,11,µg/mc
Rovereto,Ozono,2019-05-16,8,19,µg/mc
Rovereto,Ozono,2019-05-16,9,42,µg/mc
Rovereto,Ozono,2019-05-16,10,56,µg/mc
Rovereto,Ozono,2019-05-16,11,72,µg/mc
Rovereto,Ozono,2019-05-16,12,84,µg/mc
Rovereto,Ozono,2019-05-16,13,84,µg/mc
Rovereto,Ozono,2019-05-16,14,84,µg/mc
Rovereto,Ozono,2019-05-16,15,82,µg/mc
Rovereto,Ozono,2019-05-16,16,81,µg/mc
Rovereto,Ozono,2019-05-16,17,81,µg/mc
Rovereto,Ozono,2019-05-16,18,88,µg/mc
Rovereto,Ozono,2019-05-16,19,89,µg/mc
Rovereto,Ozono,2019-05-16,20,92,µg/mc
Rovereto,Ozono,2019-05-16,21,86,µg/mc
Rovereto,Ozono,2019-05-16,22,80,µg/mc
Rovereto,Ozono,2019-05-16,23,71,µg/mc
Rovereto,Ozono,2019-05-16,24,64,µg/mc
Rovereto,Ozono,2019-05-17,1,61,µg/mc
Rovereto,Ozono,2019-05-17,2,58,µg/mc
Rovereto,Ozono,2019-05-17,3,54,µg/mc
Rovereto,Ozono,2019-05-17,4,52,µg/mc
Rovereto,Ozono,2019-05-17,5,50,µg/mc
Rovereto,Ozono,2019-05-17,6,41,µg/mc
Rovereto,Ozono,2019-05-17,7,21,µg/mc
Rovereto,Ozono,2019-05-17,8,23,µg/mc
Rovereto,Ozono,2019-05-17,9,37,µg/mc
Rovereto,Ozono,2019-05-17,10,72,µg/mc
Rovereto,Ozono,2019-05-17,11,76,µg/mc
Rovereto,Ozono,2019-05-17,12,76,µg/mc
Rovereto,Ozono,2019-05-17,13,70,µg/mc
Rovereto,Ozono,2019-05-17,14,70,µg/mc
Rovereto,Ozono,2019-05-17,15,81,µg/mc
Rovereto,Ozono,2019-05-17,16,81,µg/mc
Rovereto,Ozono,2019-05-17,17,79,µg/mc
Rovereto,Ozono,2019-05-17,18,81,µg/mc
Rovereto,Ozono,2019-05-17,19,81,µg/mc
Rovereto,Ozono,2019-05-17,20,73,µg/mc
Rovereto,Ozono,2019-05-17,21,76,µg/mc
Rovereto,Ozono,2019-05-17,22,79,µg/mc
Rovereto,Ozono,2019-05-17,23,73,µg/mc
Rovereto,Ozono,2019-05-17,24,75,µg/mc
Rovereto,Ozono,2019-05-18,1,71,µg/mc
Rovereto,Ozono,2019-05-18,2,69,µg/mc
Rovereto,Ozono,2019-05-18,3,64,µg/mc
Rovereto,Ozono,2019-05-18,4,77,µg/mc
Rovereto,Ozono,2019-05-18,5,77,µg/mc
Rovereto,Ozono,2019-05-18,6,68,µg/mc
Rovereto,Ozono,2019-05-18,7,38,µg/mc
Rovereto,Ozono,2019-05-18,8,39,µg/mc
Rovereto,Ozono,2019-05-18,9,42,µg/mc
Rovereto,Ozono,2019-05-18,10,35,µg/mc
Rovereto,Ozono,2019-05-18,11,61,µg/mc
Rovereto,Ozono,2019-05-18,12,72,µg/mc
Rovereto,Ozono,2019-05-18,13,77,µg/mc
Rovereto,Ozono,2019-05-18,14,79,µg/mc
Rovereto,Ozono,2019-05-18,15,77,µg/mc
Rovereto,Ozono,2019-05-18,16,77,µg/mc
Rovereto,Ozono,2019-05-18,17,78,µg/mc
Rovereto,Ozono,2019-05-18,18,72,µg/mc
Rovereto,Ozono,2019-05-18,19,62,µg/mc
Rovereto,Ozono,2019-05-18,20,68,µg/mc
Rovereto,Ozono,2019-05-18,21,44,µg/mc
Rovereto,Ozono,2019-05-18,22,62,µg/mc
Rovereto,Ozono,2019-05-18,23,52,µg/mc
Rovereto,Ozono,2019-05-18,24,62,µg/mc
Rovereto,Ozono,2019-05-19,1,67,µg/mc
Rovereto,Ozono,2019-05-19,2,58,µg/mc
Rovereto,Ozono,2019-05-19,3,64,µg/mc
Rovereto,Ozono,2019-05-19,4,65,µg/mc
Rovereto,Ozono,2019-05-19,5,71,µg/mc
Rovereto,Ozono,2019-05-19,6,73,µg/mc
Rovereto,Ozono,2019-05-19,7,77,µg/mc
Rovereto,Ozono,2019-05-19,8,69,µg/mc
Rovereto,Ozono,2019-05-19,9,51,µg/mc
Rovereto,Ozono,2019-05-19,10,53,µg/mc
Rovereto,Ozono,2019-05-19,11,57,µg/mc
Rovereto,Ozono,2019-05-19,12,60,µg/mc
Rovereto,Ozono,2019-05-19,13,55,µg/mc
Rovereto,Ozono,2019-05-19,14,57,µg/mc
Rovereto,Ozono,2019-05-19,15,57,µg/mc
Rovereto,Ozono,2019-05-19,16,62,µg/mc
Rovereto,Ozono,2019-05-19,17,60,µg/mc
Rovereto,Ozono,2019-05-19,18,53,µg/mc
Rovereto,Ozono,2019-05-19,19,57,µg/mc
Rovereto,Ozono,2019-05-19,20,39,µg/mc
Rovereto,Ozono,2019-05-19,21,21,µg/mc
Rovereto,Ozono,2019-05-19,22,11,µg/mc
Rovereto,Ozono,2019-05-19,23,15,µg/mc
Rovereto,Ozono,2019-05-19,24,28,µg/mc
Rovereto,Ozono,2019-05-20,1,23,µg/mc
Rovereto,Ozono,2019-05-20,2,16,µg/mc
Rovereto,Ozono,2019-05-20,3,17,µg/mc
Rovereto,Ozono,2019-05-20,4,17,µg/mc
Rovereto,Ozono,2019-05-20,5,17,µg/mc
Rovereto,Ozono,2019-05-20,6,15,µg/mc
Rovereto,Ozono,2019-05-20,7,10,µg/mc
Rovereto,Ozono,2019-05-20,8,26,µg/mc
Rovereto,Ozono,2019-05-20,9,43,µg/mc
Rovereto,Ozono,2019-05-20,10,55,µg/mc
Rovereto,Ozono,2019-05-20,11,53,µg/mc
Rovereto,Ozono,2019-05-20,12,58,µg/mc
Rovereto,Ozono,2019-05-20,13,56,µg/mc
Rovereto,Ozono,2019-05-20,14,60,µg/mc
Rovereto,Ozono,2019-05-20,15,60,µg/mc
Rovereto,Ozono,2019-05-20,16,63,µg/mc
Rovereto,Ozono,2019-05-20,17,62,µg/mc
Rovereto,Ozono,2019-05-20,18,63,µg/mc
Rovereto,Ozono,2019-05-20,19,51,µg/mc
Rovereto,Ozono,2019-05-20,20,43,µg/mc
Rovereto,Ozono,2019-05-20,21,44,µg/mc
Rovereto,Ozono,2019-05-20,22,53,µg/mc
Rovereto,Ozono,2019-05-20,23,56,µg/mc
Rovereto,Ozono,2019-05-20,24,52,µg/mc
Rovereto,Ozono,2019-05-21,1,42,µg/mc
Rovereto,Ozono,2019-05-21,2,46,µg/mc
Rovereto,Ozono,2019-05-21,3,44,µg/mc
Rovereto,Ozono,2019-05-21,4,55,µg/mc
Rovereto,Ozono,2019-05-21,5,55,µg/mc
Rovereto,Ozono,2019-05-21,6,50,µg/mc
Rovereto,Ozono,2019-05-21,7,36,µg/mc
Rovereto,Ozono,2019-05-21,8,30,µg/mc
Rovereto,Ozono,2019-05-21,9,28,µg/mc
Rovereto,Ozono,2019-05-21,12,42,µg/mc
Rovereto,Ozono,2019-05-21,13,53,µg/mc
Rovereto,Ozono,2019-05-21,14,67,µg/mc
Rovereto,Ozono,2019-05-21,15,72,µg/mc
Rovereto,Ozono,2019-05-21,16,72,µg/mc
Rovereto,Ozono,2019-05-21,17,74,µg/mc
Rovereto,Ozono,2019-05-21,18,87,µg/mc
Rovereto,Ozono,2019-05-21,19,80,µg/mc
Rovereto,Ozono,2019-05-21,20,71,µg/mc
Rovereto,Ozono,2019-05-21,21,51,µg/mc
Rovereto,Ozono,2019-05-21,22,38,µg/mc
Rovereto,Ozono,2019-05-21,23,38,µg/mc
Rovereto,Ozono,2019-05-21,24,34,µg/mc
Rovereto,Ozono,2019-05-22,1,32,µg/mc
Rovereto,Ozono,2019-05-22,2,29,µg/mc
Rovereto,Ozono,2019-05-22,3,24,µg/mc
Rovereto,Ozono,2019-05-22,4,16,µg/mc
Rovereto,Ozono,2019-05-22,5,18,µg/mc
Rovereto,Ozono,2019-05-22,6,23,µg/mc
Rovereto,Ozono,2019-05-22,7,24,µg/mc
Rovereto,Ozono,2019-05-22,8,29,µg/mc
Rovereto,Ozono,2019-05-22,9,34,µg/mc
Rovereto,Ozono,2019-05-22,10,36,µg/mc
Rovereto,Ozono,2019-05-22,11,48,µg/mc
Rovereto,Ozono,2019-05-22,12,53,µg/mc
Rovereto,Ozono,2019-05-22,13,73,µg/mc
Rovereto,Ozono,2019-05-22,14,86,µg/mc
Rovereto,Ozono,2019-05-22,15,88,µg/mc
Rovereto,Ozono,2019-05-22,16,91,µg/mc
Rovereto,Ozono,2019-05-22,17,101,µg/mc
Rovereto,Ozono,2019-05-22,18,108,µg/mc
Rovereto,Ozono,2019-05-22,19,110,µg/mc
Rovereto,Ozono,2019-05-22,20,89,µg/mc
Rovereto,Ozono,2019-05-22,21,75,µg/mc
Rovereto,Ozono,2019-05-22,22,63,µg/mc
Rovereto,Ozono,2019-05-22,23,59,µg/mc
Rovereto,Ozono,2019-05-22,24,59,µg/mc
Rovereto,Ozono,2019-05-23,1,59,µg/mc
Rovereto,Ozono,2019-05-23,2,52,µg/mc
Rovereto,Ozono,2019-05-23,3,43,µg/mc
Rovereto,Ozono,2019-05-23,4,37,µg/mc
Rovereto,Ozono,2019-05-23,5,42,µg/mc
Rovereto,Ozono,2019-05-23,6,20,µg/mc
Rovereto,Ozono,2019-05-23,7,33,µg/mc
Rovereto,Ozono,2019-05-23,8,49,µg/mc
Rovereto,Ozono,2019-05-23,9,58,µg/mc
Rovereto,Ozono,2019-05-23,10,65,µg/mc
Rovereto,Ozono,2019-05-23,11,77,µg/mc
Rovereto,Ozono,2019-05-23,12,89,µg/mc
Rovereto,Ozono,2019-05-23,13,102,µg/mc
Rovereto,Ozono,2019-05-23,14,111,µg/mc
Rovereto,Ozono,2019-05-23,15,120,µg/mc
Rovereto,Ozono,2019-05-23,16,119,µg/mc
Rovereto,Ozono,2019-05-23,17,117,µg/mc
Rovereto,Ozono,2019-05-23,18,123,µg/mc
Rovereto,Ozono,2019-05-23,19,126,µg/mc
Rovereto,Ozono,2019-05-23,20,122,µg/mc
Rovereto,Ozono,2019-05-23,21,91,µg/mc
Rovereto,Ozono,2019-05-23,22,82,µg/mc
Rovereto,Ozono,2019-05-23,23,79,µg/mc
Rovereto,Ozono,2019-05-23,24,80,µg/mc
Rovereto,Ozono,2019-05-24,1,81,µg/mc
Rovereto,Ozono,2019-05-24,2,80,µg/mc
Rovereto,Ozono,2019-05-24,3,55,µg/mc
Rovereto,Ozono,2019-05-24,4,66,µg/mc
Rovereto,Ozono,2019-05-24,5,58,µg/mc
Rovereto,Ozono,2019-05-24,6,60,µg/mc
Rovereto,Ozono,2019-05-24,7,58,µg/mc
Rovereto,Ozono,2019-05-24,8,57,µg/mc
Rovereto,Ozono,2019-05-24,9,65,µg/mc
Rovereto,Ozono,2019-05-24,10,74,µg/mc
Rovereto,Ozono,2019-05-24,11,92,µg/mc
Rovereto,Ozono,2019-05-24,12,114,µg/mc
Rovereto,Ozono,2019-05-24,13,125,µg/mc
Rovereto,Ozono,2019-05-24,14,134,µg/mc
Rovereto,Ozono,2019-05-24,15,133,µg/mc
Rovereto,Ozono,2019-05-24,16,134,µg/mc
Rovereto,Ozono,2019-05-24,17,130,µg/mc
Rovereto,Ozono,2019-05-24,18,131,µg/mc
Rovereto,Ozono,2019-05-24,19,124,µg/mc
Rovereto,Ozono,2019-05-24,20,101,µg/mc
Rovereto,Ozono,2019-05-24,21,78,µg/mc
Rovereto,Ozono,2019-05-24,22,78,µg/mc
Rovereto,Ozono,2019-05-24,23,80,µg/mc
Rovereto,Ozono,2019-05-24,24,83,µg/mc
Rovereto,Ozono,2019-05-25,1,83,µg/mc
Rovereto,Ozono,2019-05-25,2,79,µg/mc
